target,feature,feature_type,mean_difference,cohen_d,abs_cohen_d,p_value,p_fdr,fdr_significant,target_direction,target_direction_consistency,target_robustness_class,subject_vs_statistical_direction,scientific_evidence_class,final_evidence_class_v2,scientific_priority_score,scientific_priority_score_v2,scientific_rank,scientific_rank_v2,n_group_0,n_group_1,mean_group_0,mean_group_1,median_group_0,median_group_1,std_group_0,std_group_1,median_difference,t_stat,effect_magnitude,direction,significant_fdr,remember_subject_count,remember_subject_effect_mean,remember_subject_effect_median,remember_subject_effect_std,remember_positive_fraction,remember_negative_fraction,remember_direction_consistency,remember_direction,remember_robustness_class,correct_subject_count,correct_subject_effect_mean,correct_subject_effect_median,correct_subject_effect_std,correct_positive_fraction,correct_negative_fraction,correct_direction_consistency,correct_direction,correct_robustness_class,overall_robustness_class,robustness_class,subject_robustness_available,target_subject_count,final_scientific_priority_score,final_scientific_rank
correct,alpha_beta_occipital_ratio,EEG_scientific_feature,0.9078951350575944,0.078030347565542,0.078030347565542,0.0040576913265373,0.0064923061224597,True,positive,0.5294117647058824,mixed,agreement,significant_but_inconsistent,significant_but_inconsistent,0.3702273128089878,5.07803,35,37,1059,20008,7.870757976968185,8.77865311202578,4.412732252026363,4.914993844084384,9.901325432287116,11.719703108991842,0.5022615920580202,2.8791010796211967,negligible,positive,True,22.0,-0.010147514905164,0.0075259452461013,0.1096482868230326,0.5454545454545454,0.4545454545454545,0.5454545454545454,positive,mixed,17.0,-0.036713842508474,0.0245095354919788,0.247436655780405,0.5294117647058824,0.4705882352941176,0.5294117647058824,positive,mixed,mixed_weak,not_available,True,17.0,5.0,4.0
correct,beta_central,EEG_scientific_feature,0.0159778114775971,0.0771164318879058,0.0771164318879058,0.0032417313755826,0.0055011199100795,True,negative,0.5294117647058824,mixed,disagreement,significant_but_inconsistent,significant_but_inconsistent,0.3694047886991152,5.077116,36,38,1059,20008,0.1880137428671653,0.2039915543447625,0.1610269466849665,0.1679349199595506,0.1695953134463558,0.2089906623791523,0.0069079732745841,2.949607716160606,negligible,positive,True,22.0,-0.0091083612602006,0.017305056347534,0.1453574424644503,0.5909090909090909,0.4090909090909091,0.5909090909090909,positive,weak,17.0,-0.087277461092839,-0.0573648282093374,0.3204597302611313,0.4705882352941176,0.5294117647058824,0.5294117647058824,negative,mixed,weak,not_available,True,17.0,2.0,7.0
correct,delta_frontoparietal_ratio,EEG_scientific_feature,-0.069527851805583,-0.0574309172897982,0.0574309172897982,0.0319909720903931,0.0459357547964619,True,positive,0.6470588235294118,weak,disagreement,weak_replicated,significant_but_inconsistent,0.3516878255608183,5.057431,38,39,1059,20008,1.3653281424165298,1.2958002906109467,1.0237731642555958,0.9829777258862789,1.0157831784273434,1.22007255979228,-0.0407954383693169,-2.146975824099827,negligible,negative,True,22.0,-0.0085554372937001,0.0055259200325376,0.0843500236524558,0.5,0.5,0.5,mixed,mixed,17.0,0.0076183626370432,0.0767235494216667,0.2102876425156623,0.6470588235294118,0.3529411764705882,0.6470588235294118,positive,weak,weak,not_available,True,17.0,3.0,6.0
correct,alpha_frontoparietal_diff,EEG_scientific_feature,-0.2457983468651301,-0.0643057311497376,0.0643057311497376,0.0403220684217714,0.0550740446736389,False,negative,0.5294117647058824,mixed,agreement,weak_or_unresolved,non_significant_agreement,0.0578751580347638,3.064306,41,40,1059,20008,-1.6191819604859878,-1.864980307351118,-0.4925413445312691,-0.5953570809919919,3.796129585138073,3.823720691654748,-0.1028157364607228,-2.052708156951592,negligible,negative,False,22.0,0.0097489374978101,0.0002832907681079,0.1217687411757598,0.5454545454545454,0.4545454545454545,0.5454545454545454,positive,mixed,17.0,-0.0308501991692553,-0.0426794577245955,0.2167819097670074,0.4705882352941176,0.5294117647058824,0.5294117647058824,negative,mixed,mixed_weak,not_available,True,17.0,2.0,7.0
correct,alpha_frontoparietal_ratio,EEG_scientific_feature,-0.0200598330384644,-0.0512989091636434,0.0512989091636434,0.0868031339206567,0.115737511894209,False,negative,0.7058823529411765,moderate,agreement,moderately_consistent,non_significant_agreement,0.046169018247279,3.051299,43,41,1059,20008,0.5884908981784834,0.568431065140019,0.5044348214626597,0.480124144530659,0.3700377896835199,0.392117422294702,-0.0243106769320007,-1.713927055130936,negligible,negative,False,22.0,0.0122766388643232,-0.0108589417481033,0.115933650765154,0.4545454545454545,0.5454545454545454,0.5454545454545454,negative,mixed,17.0,-0.0705934872071695,-0.0935569508164402,0.2209857381499035,0.2941176470588235,0.7058823529411765,0.7058823529411765,negative,moderate,moderate,not_available,True,17.0,4.0,5.0
correct,gamma_rel,EEG_scientific_feature,-0.0012532810482517,-0.0383588679762054,0.0383588679762054,0.258524798658871,0.3147258418455821,False,negative,0.5882352941176471,weak,agreement,weak_or_unresolved,non_significant_agreement,0.0345229811785848,3.038359,44,42,1059,20008,0.0331706707517426,0.0319173897034909,0.0234208460716408,0.023176923774843,0.0352938300042268,0.0325280256118003,-0.0002439222967977,-1.1304417224405223,negligible,negative,False,22.0,0.0263138658880355,0.0210692636781099,0.126564350549995,0.5454545454545454,0.4545454545454545,0.5454545454545454,positive,mixed,17.0,-0.1016647240431666,-0.0680082285851119,0.3599035361120348,0.4117647058823529,0.5882352941176471,0.5882352941176471,negative,weak,weak,not_available,True,17.0,3.0,6.0
correct,beta_rel,EEG_scientific_feature,-0.0015474107262714,-0.0341803801682514,0.0341803801682514,0.2959002353491021,0.352561982543611,False,negative,0.5882352941176471,weak,agreement,weak_or_unresolved,non_significant_agreement,0.0307623421514262,3.03418,45,43,1059,20008,0.0685450647431852,0.0669976540169138,0.0596570245140746,0.0573598420523278,0.0470188407948696,0.0451776378262177,-0.0022971824617467,-1.0457356766213797,negligible,negative,False,22.0,0.0105390336599697,0.0168174660327096,0.0752237173807767,0.5454545454545454,0.4545454545454545,0.5454545454545454,positive,mixed,17.0,0.0040036139019546,-0.0116664289571332,0.2898266178668848,0.4117647058823529,0.5882352941176471,0.5882352941176471,negative,weak,weak,not_available,True,17.0,3.0,6.0
correct,gamma_frontal,EEG_scientific_feature,-0.0095864648697016,-0.0266857335426586,0.0266857335426586,0.6197868914981668,0.6941613184779467,False,negative,0.6470588235294118,weak,agreement,weak_or_unresolved,non_significant_agreement,0.0240171601883927,3.026686,48,44,1059,20008,0.1942844810516815,0.1846980161819798,0.1331482729377779,0.1111791377994493,0.6237166246533898,0.3395621889019984,-0.0219691351383286,-0.4962940535728096,negligible,negative,False,22.0,0.0201437446285349,0.0143858938803237,0.1828667512902601,0.5454545454545454,0.4545454545454545,0.5454545454545454,positive,mixed,17.0,-0.0185708552725713,-0.0854695744567192,0.3811722512965448,0.3529411764705882,0.6470588235294118,0.6470588235294118,negative,weak,weak,not_available,True,17.0,3.0,6.0
correct,delta_occipital,EEG_scientific_feature,0.4761461561323274,0.0174660790826604,0.0174660790826604,0.2524430963874046,0.314151408837659,False,positive,0.6470588235294118,weak,agreement,weak_or_unresolved,non_significant_agreement,0.0157194711743943,3.017466,50,45,1059,20008,5.362145822148371,5.838291978280698,2.0575060160394174,1.967031864717606,11.92370834792415,27.83800129153247,-0.0904741513218114,1.1448134429603665,negligible,positive,False,22.0,0.0096595477497744,0.0202226940751393,0.0994514137861005,0.5454545454545454,0.4545454545454545,0.5454545454545454,positive,mixed,17.0,0.0388419751301787,0.0337134178161626,0.1533051450676223,0.6470588235294118,0.3529411764705882,0.6470588235294118,positive,weak,weak,not_available,True,17.0,3.0,6.0
correct,theta_alpha_ratio,EEG_scientific_feature,0.0160163635110861,0.0112119990113349,0.0112119990113349,0.7071266167373033,0.7615209718709419,False,positive,0.5882352941176471,weak,agreement,weak_or_unresolved,non_significant_agreement,0.0100907991102014,3.011212,52,46,1059,20008,1.5621931275094916,1.5782094910205775,1.1979245870546449,1.2054665446477375,1.3471663615604044,1.4326746537867945,0.0075419575930928,0.3758081401078487,negligible,positive,False,22.0,0.0137207920595349,0.0072135815711985,0.0770640189607318,0.5454545454545454,0.4545454545454545,0.5454545454545454,positive,mixed,17.0,0.0598512038501326,0.0618279945127793,0.1992110266949138,0.5882352941176471,0.4117647058823529,0.5882352941176471,positive,weak,weak,not_available,True,17.0,3.0,6.0
correct,theta_alpha_temporal_ratio,EEG_scientific_feature,-0.0099048116899713,-0.0050391154361881,0.0050391154361881,0.858846343090904,0.8906554669090857,False,negative,0.5882352941176471,weak,agreement,weak_or_unresolved,non_significant_agreement,0.0045352038925692,3.005039,55,47,1059,20008,1.774175424213326,1.7642706125233545,1.223554303675093,1.187143326243831,1.7540660250091369,1.9761406690578585,-0.0364109774312622,-0.177880994922014,negligible,negative,False,22.0,0.0003842089452644,-0.0043749302208013,0.1061904585230957,0.4545454545454545,0.5454545454545454,0.5454545454545454,negative,mixed,17.0,0.058508311526769,-0.019445121900486,0.1844772851206481,0.4117647058823529,0.5882352941176471,0.5882352941176471,negative,weak,weak,not_available,True,17.0,3.0,6.0
correct,theta_alpha_central_ratio,EEG_scientific_feature,0.0011671837226672,0.0007727739828918,0.0007727739828918,0.9790552018633376,0.9790552018633376,False,positive,0.6470588235294118,weak,agreement,weak_or_unresolved,non_significant_agreement,0.0006954965846026,3.000773,56,48,1059,20008,1.573943495672917,1.5751106793955842,1.148414293605131,1.129634527630889,1.4038049501023289,1.515809097770489,-0.0187797659742419,0.02625893595596,negligible,positive,False,22.0,0.0240558146301228,0.0018794202919669,0.0971318279290581,0.5909090909090909,0.4090909090909091,0.5909090909090909,positive,weak,17.0,0.0192306820462131,0.024672152042746,0.1678111824226006,0.6470588235294118,0.3529411764705882,0.6470588235294118,positive,weak,weak,not_available,True,17.0,3.0,6.0
correct,gamma_abs,EEG_scientific_feature,0.0129560515684556,0.0602417604193382,0.0602417604193382,0.1825671508665955,0.2323581920120306,False,negative,0.5882352941176471,weak,disagreement,weak_or_unresolved,weak_or_unresolved,0.0542175843774043,1.060242,42,49,1059,20008,0.1331259789121805,0.1460820304806362,0.1034048997832818,0.1075010037196615,0.3124551116204284,0.2086560274375206,0.0040961039363797,1.3337274953584817,negligible,positive,False,22.0,0.0254953709108666,0.0276360582750616,0.1460266210612827,0.5909090909090909,0.4090909090909091,0.5909090909090909,positive,weak,17.0,-0.0568652427329352,-0.0685925280951577,0.4424956019022688,0.4117647058823529,0.5882352941176471,0.5882352941176471,negative,weak,weak,not_available,True,17.0,0.0,8.0
correct,delta_temporal,EEG_scientific_feature,-0.2506245280249448,-0.0329228639910991,0.0329228639910991,0.1658996761992047,0.2160553922594293,False,positive,0.6470588235294118,weak,disagreement,weak_or_unresolved,weak_or_unresolved,0.0296305775919891,1.032923,46,50,1059,20008,2.724240641908163,2.4736161138832182,1.4309408177573415,1.234178312660049,5.609927026776439,7.703896529752618,-0.1967625050972925,-1.386290949512485,negligible,negative,False,22.0,-0.0044558976463017,0.0105329155251695,0.077872136332051,0.5909090909090909,0.4090909090909091,0.5909090909090909,positive,weak,17.0,0.052089331966129,0.0902600490670809,0.1413248791186551,0.6470588235294118,0.3529411764705882,0.6470588235294118,positive,weak,weak,not_available,True,17.0,0.0,8.0
correct,alpha_occipital,EEG_scientific_feature,0.3252131024252485,0.0299271492552854,0.0299271492552854,0.3829604093532675,0.4467871442454787,False,negative,0.5882352941176471,weak,disagreement,weak_or_unresolved,weak_or_unresolved,0.0269344343297568,1.029927,47,51,1059,20008,4.023955499322334,4.349168601747582,1.2860647033559898,1.2946937061404098,11.867870594544655,10.811308458080289,0.00862900278442,0.8727879540657941,negligible,positive,False,22.0,-0.0138085748379195,0.006018385239761,0.1103612745857076,0.5,0.5,0.5,mixed,mixed,17.0,-0.0353875819230478,-0.0226737443574212,0.2244054755285758,0.4117647058823529,0.5882352941176471,0.5882352941176471,negative,weak,weak,not_available,True,17.0,0.0,8.0
correct,gamma_central,EEG_scientific_feature,0.0032240221168111,0.0205134634057944,0.0205134634057944,0.4041177145675652,0.4618488166486459,False,negative,0.6470588235294118,weak,disagreement,weak_or_unresolved,weak_or_unresolved,0.0184621170652149,1.020513,49,52,1059,20008,0.0573332652382607,0.0605572873550719,0.0425379253109407,0.04433684681024,0.1202826815614553,0.1588784137996108,0.0017989214992992,0.8345702000379374,negligible,positive,False,22.0,0.0145582842464065,0.0427861302894467,0.1595306176223097,0.6363636363636364,0.3636363636363636,0.6363636363636364,positive,weak,17.0,-0.1854763733313305,-0.0566883528600988,0.4396663151475614,0.3529411764705882,0.6470588235294118,0.6470588235294118,negative,weak,weak,not_available,True,17.0,0.0,8.0
correct,theta_alpha_frontal_ratio,EEG_scientific_feature,-0.0279890214491596,-0.0139376584825778,0.0139376584825778,0.6469435330429169,0.7103693696157518,False,positive,0.5882352941176471,weak,disagreement,weak_or_unresolved,weak_or_unresolved,0.01254389263432,1.013938,51,53,1059,20008,2.059159952269411,2.0311709308202515,1.435996493993112,1.4755024791220157,1.9335042240430755,2.012028772766792,0.0395059851289036,-0.4581295611968201,negligible,negative,False,22.0,0.01020240238654,0.0102901272273364,0.0850637524403923,0.6363636363636364,0.3636363636363636,0.6363636363636364,positive,weak,17.0,0.055659694624723,0.0808250903691507,0.2315418556321866,0.5882352941176471,0.4117647058823529,0.5882352941176471,positive,weak,weak,not_available,True,17.0,0.0,8.0
correct,alpha_beta_temporal_ratio,EEG_scientific_feature,-0.0317793366853029,-0.0064357181233943,0.0064357181233943,0.8463230204581924,0.8906554669090857,False,positive,0.5882352941176471,weak,disagreement,weak_or_unresolved,weak_or_unresolved,0.0057921463110548,1.006436,53,54,1059,20008,4.558117521332053,4.52633818464675,2.921570820447669,2.9727256281207333,5.213145659924392,4.922982517974408,0.0511548076730643,-0.1938554301183805,negligible,negative,False,22.0,0.0523368059108568,0.0315087420271479,0.1486178561793478,0.5909090909090909,0.4090909090909091,0.5909090909090909,positive,weak,17.0,0.0649429906876725,0.0617200039401055,0.2467043589216244,0.5882352941176471,0.4117647058823529,0.5882352941176471,positive,weak,weak,not_available,True,17.0,0.0,8.0
correct,beta_frontal,EEG_scientific_feature,0.0025680976926206,0.0057740734374395,0.0057740734374395,0.8857713755598634,0.901876309660952,False,negative,0.5294117647058824,mixed,disagreement,weak_or_unresolved,weak_or_unresolved,0.0051966660936955,1.005774,54,55,1059,20008,0.3768550011239808,0.3794230988166014,0.3017545436047014,0.273004570273494,0.5728601822114144,0.4369454654606732,-0.0287499733312073,0.1436895521676987,negligible,positive,False,22.0,0.0062927556566842,0.0267613578821374,0.0993562057311301,0.6818181818181818,0.3181818181818182,0.6818181818181818,positive,moderate,17.0,0.0101741461455888,-0.0024640408308667,0.3239403608709913,0.4705882352941176,0.5294117647058824,0.5294117647058824,negative,mixed,moderate,not_available,True,17.0,-1.0,9.0
remember,gamma_occipital,EEG_scientific_feature,0.0153329162954944,0.121482354178585,0.121482354178585,3.35180940230506e-19,1.877013265290833e-17,True,positive,0.5909090909090909,weak,agreement,weak_replicated,moderate_replicated,0.4093341187607265,7.121482,1,1,9507,11560,0.1040663658822985,0.1193992821777929,0.0797727016058776,0.0891877210608969,0.110237391402668,0.1379755297595788,0.0094150194550192,8.965136341260353,negligible,positive,True,22.0,0.0230310904732668,0.0133513575859867,0.0978360629189193,0.5909090909090909,0.4090909090909091,0.5909090909090909,positive,weak,17.0,-0.0894587959324887,-0.0548388597736076,0.3848998847228865,0.3529411764705882,0.6470588235294118,0.6470588235294118,negative,weak,weak,not_available,True,22.0,7.0,1.0
remember,gamma_parietal,EEG_scientific_feature,0.0067033358779924,0.0613886340082469,0.0613886340082469,5.698171508295299e-06,6.381952089290735e-05,True,positive,0.6363636363636364,weak,agreement,weak_replicated,moderate_replicated,0.3552497706074222,7.061389,5,2,9507,11560,0.0744334186126864,0.0811367544906788,0.0558257112212108,0.0591666769016407,0.0941608961796136,0.1201575780730667,0.0033409656804299,4.538455384329596,negligible,positive,True,22.0,0.0189420586857763,0.0202688948801176,0.1359139147136409,0.6363636363636364,0.3636363636363636,0.6363636363636364,positive,weak,17.0,-0.0595886252238728,-0.1006162409118598,0.3875455348607829,0.4117647058823529,0.5882352941176471,0.5882352941176471,negative,weak,weak,not_available,True,22.0,6.0,2.0
remember,gamma_frontoparietal_ratio,EEG_scientific_feature,-0.2465378010723733,-0.0472393923056144,0.0472393923056144,0.0006925253745596,0.0043090467750375,True,negative,0.5909090909090909,weak,agreement,weak_replicated,moderate_replicated,0.3425154530750529,7.047239,9,3,9507,11560,3.819755879830617,3.573218078758244,1.7895963596250517,1.6358481921703143,5.380541678093564,5.082121881197731,-0.1537481674547371,-3.393057117828136,negligible,negative,True,22.0,0.0260232402428549,-0.035361980038823,0.2505133871276597,0.4090909090909091,0.5909090909090909,0.5909090909090909,negative,weak,17.0,0.0009702615712471,-0.1482127749572843,0.3868091289098094,0.4117647058823529,0.5882352941176471,0.5882352941176471,negative,weak,weak,not_available,True,22.0,6.0,2.0
remember,delta_parietal,EEG_scientific_feature,-0.2250862982627182,-0.0372919849166802,0.0372919849166802,0.0071717881161978,0.0286871524647912,True,negative,0.5909090909090909,weak,agreement,weak_replicated,moderate_replicated,0.3335627864250121,7.037292,14,4,9507,11560,3.200947119862368,2.9758608215996496,1.7804111190585772,1.697036296623632,6.09183047116702,5.98929563906291,-0.0833748224349451,-2.689034883202819,negligible,negative,True,22.0,0.0076680929570523,-0.0127862519011169,0.1016395423390251,0.4090909090909091,0.5909090909090909,0.5909090909090909,negative,weak,17.0,0.0421458907380785,0.0816931621013528,0.1259700051732963,0.6470588235294118,0.3529411764705882,0.6470588235294118,positive,weak,weak,not_available,True,22.0,6.0,2.0
remember,gamma_central,EEG_scientific_feature,0.0055102751278641,0.0350651750312705,0.0350651750312705,0.0080010367839997,0.0298705373269322,True,positive,0.6363636363636364,weak,agreement,weak_replicated,moderate_replicated,0.3315586575281434,7.035065,15,5,9507,11560,0.0573715931461283,0.0628818682739925,0.0430811727662515,0.0451513557536158,0.1114998358990546,0.1864893714959219,0.0020701829873643,2.6523013761347496,negligible,positive,True,22.0,0.0145582842464065,0.0427861302894467,0.1595306176223097,0.6363636363636364,0.3636363636363636,0.6363636363636364,positive,weak,17.0,-0.1854763733313305,-0.0566883528600988,0.4396663151475614,0.3529411764705882,0.6470588235294118,0.6470588235294118,negative,weak,weak,not_available,True,22.0,6.0,2.0
remember,theta_temporal,EEG_scientific_feature,-0.1777613758745846,-0.0649411751065834,0.0649411751065834,4.268751359626459e-06,6.358390947165893e-05,True,positive,0.5454545454545454,mixed,disagreement,significant_but_inconsistent,significant_but_inconsistent,0.358447057595925,5.064941,3,6,9507,11560,1.6570809978025476,1.479319621927963,0.8081804285878832,0.7731667923531506,3.030420876478244,2.470247799956405,-0.0350136362347326,-4.599243747105195,negligible,negative,True,22.0,-0.0033958097139939,0.0022911318684787,0.0896860351266982,0.5454545454545454,0.4545454545454545,0.5454545454545454,positive,mixed,17.0,0.1082657771770008,0.0660816722314345,0.216631356310664,0.7058823529411765,0.2941176470588235,0.7058823529411765,positive,moderate,moderate,not_available,True,22.0,2.0,6.0
remember,theta_parietal,EEG_scientific_feature,-0.3370532596592301,-0.064341317636975,0.064341317636975,4.541707819404209e-06,6.358390947165893e-05,True,positive,0.5909090909090909,weak,disagreement,weak_replicated,significant_but_inconsistent,0.3579071858732774,5.064341,4,7,9507,11560,3.084399284646361,2.747346024987132,1.3326994391999654,1.3018700126615923,5.619182624123003,4.903371316788247,-0.0308294265383728,-4.586243383500818,negligible,negative,True,22.0,-0.0107984797255205,0.0151709516428865,0.1177219028773019,0.5909090909090909,0.4090909090909091,0.5909090909090909,positive,weak,17.0,0.0815579197743975,0.1098504300048916,0.2090348371121713,0.6470588235294118,0.3529411764705882,0.6470588235294118,positive,weak,weak,not_available,True,22.0,3.0,5.0
remember,theta_frontoparietal_diff,EEG_scientific_feature,0.1770006101954757,0.0577387196849785,0.0577387196849785,4.1216872725643394e-05,0.000384690812106,True,positive,0.5454545454545454,mixed,agreement,significant_but_inconsistent,significant_but_inconsistent,0.3519648477164806,5.057739,6,8,9507,11560,-1.0573211302552117,-0.8803205200597359,-0.2509681257515364,-0.2372338369586866,3.3446344170727915,2.81536748022879,0.0137342887928497,4.101531652183409,negligible,positive,True,22.0,0.0072164044764523,0.0012829558183184,0.1255770704033972,0.5454545454545454,0.4545454545454545,0.5454545454545454,positive,mixed,17.0,0.0061598328550241,-0.0620817786206806,0.151810708404082,0.4705882352941176,0.5294117647058824,0.5294117647058824,negative,mixed,mixed_weak,not_available,True,22.0,5.0,3.0
remember,theta_abs,EEG_scientific_feature,-0.1930376038406147,-0.0564929984650997,0.0564929984650997,5.492116142896659e-05,0.0004393692914317,True,positive,0.5909090909090909,weak,disagreement,weak_replicated,significant_but_inconsistent,0.3508436986185897,5.056493,7,9,9507,11560,2.240215120545099,2.047177516704484,1.1244086550301942,1.1110843720525176,3.629930025076812,3.2314265853841992,-0.0133242829776765,-4.034538879851738,negligible,negative,True,22.0,-0.0029891438300134,0.0321264622211444,0.1122553050630414,0.5909090909090909,0.4090909090909091,0.5909090909090909,positive,weak,17.0,0.093064392613907,0.1011817885579857,0.2524917028092643,0.5882352941176471,0.4117647058823529,0.5882352941176471,positive,weak,weak,not_available,True,22.0,3.0,5.0
remember,theta_central,EEG_scientific_feature,-0.1245452053242046,-0.0544767857481047,0.0544767857481047,9.774796859885116e-05,0.0006842357801919,True,positive,0.5454545454545454,mixed,disagreement,significant_but_inconsistent,significant_but_inconsistent,0.3490291071732942,5.054477,8,10,9507,11560,1.4611230178811807,1.336577812556976,0.6542069500434475,0.6510860621218449,2.408298650758028,2.1806836517412416,-0.0031208879216025,-3.8969277383454,negligible,negative,True,22.0,-0.0041159072823488,0.011607086792101,0.113605800806231,0.5454545454545454,0.4545454545454545,0.5454545454545454,positive,mixed,17.0,0.1130771164149493,0.1026073676032386,0.3143562964532262,0.5882352941176471,0.4117647058823529,0.5882352941176471,positive,weak,weak,not_available,True,22.0,2.0,6.0
remember,delta_temporal,EEG_scientific_feature,-0.3563561735405196,-0.0468236166143879,0.0468236166143879,0.0010835745515582,0.0055163795352057,True,positive,0.5909090909090909,weak,disagreement,weak_replicated,significant_but_inconsistent,0.3421412549529491,5.046824,10,11,9507,11560,2.6817562734363976,2.325400099895878,1.2968194426731154,1.206800922046762,8.997691230240429,6.243066590476768,-0.0900185206263533,-3.2684585689494057,negligible,negative,True,22.0,-0.0044558976463017,0.0105329155251695,0.077872136332051,0.5909090909090909,0.4090909090909091,0.5909090909090909,positive,weak,17.0,0.052089331966129,0.0902600490670809,0.1413248791186551,0.6470588235294118,0.3529411764705882,0.6470588235294118,positive,weak,weak,not_available,True,22.0,3.0,5.0
remember,theta_beta_ratio,EEG_scientific_feature,-0.3424385498736004,-0.0461622866138733,0.0461622866138733,0.0009544401757373,0.0053448649841291,True,positive,0.5909090909090909,weak,disagreement,weak_replicated,significant_but_inconsistent,0.3415460579524859,5.046162,11,12,9507,11560,6.439506225303763,6.0970676754301625,3.9620010467044433,3.930974746168312,7.790189557048209,7.097581097887442,-0.0310263005361308,-3.30412898452384,negligible,negative,True,22.0,0.004779497052755,0.0087520573773678,0.1049825182098708,0.5909090909090909,0.4090909090909091,0.5909090909090909,positive,weak,17.0,0.0524425815804726,0.0847662864916092,0.3137039530896349,0.5882352941176471,0.4117647058823529,0.5882352941176471,positive,weak,weak,not_available,True,22.0,3.0,5.0
remember,alpha_beta_central_ratio,EEG_scientific_feature,-0.2817822470669995,-0.0421266841185034,0.0421266841185034,0.0024482557392684,0.0114251934499194,True,mixed,0.5,mixed,not_available,significant_but_inconsistent,significant_but_inconsistent,0.337914015706653,5.042127,12,13,9507,11560,6.459357333993911,6.177575086926911,4.171528609951062,4.043662216700944,6.844442704567614,6.558266686217972,-0.1278663932501178,-3.030051249502676,negligible,negative,True,22.0,-0.0064813694963937,-0.0012023537617123,0.1239208938602874,0.5,0.5,0.5,mixed,mixed,17.0,0.1440296475896215,0.0918357757863384,0.2560959076672984,0.7647058823529411,0.2352941176470588,0.7647058823529411,positive,moderate,moderate,not_available,True,22.0,3.0,5.0
remember,alpha_central,EEG_scientific_feature,-0.0777916514710383,-0.0413306165575085,0.0413306165575085,0.0030543896486902,0.013157370794358,True,negative,0.5454545454545454,mixed,agreement,significant_but_inconsistent,significant_but_inconsistent,0.3371975549017576,5.041331,13,14,9507,11560,1.3431986586161866,1.2654070071451482,0.5992435480603788,0.5761706417334798,1.961672084456398,1.81419796894205,-0.023072906326899,-2.962579689763423,negligible,negative,True,22.0,-0.0150158622228335,-0.0150111942816996,0.1283688013368238,0.4545454545454545,0.5454545454545454,0.5454545454545454,negative,mixed,17.0,0.0424679598750947,0.0177681990916285,0.1878224523535868,0.5294117647058824,0.4705882352941176,0.5294117647058824,positive,mixed,mixed_weak,not_available,True,22.0,5.0,3.0
remember,delta_theta_ratio,EEG_scientific_feature,-0.4211713678033959,-0.0365942103721929,0.0365942103721929,0.0151063015481599,0.0528720554185598,False,negative,0.5909090909090909,weak,agreement,weak_or_unresolved,non_significant_agreement,0.0329347893349736,3.036594,16,15,9507,11560,3.0825114222828605,2.6613400544794645,1.6150505163227027,1.6218225774103228,16.396626848143217,4.505480516274426,0.00677206108762,-2.430212920408314,negligible,negative,False,22.0,-0.0001899903231637,-0.0103091462388365,0.0921890152883362,0.4090909090909091,0.5909090909090909,0.5909090909090909,negative,weak,17.0,-0.0551064548574582,0.0119751868871558,0.2208501199178265,0.5294117647058824,0.4705882352941176,0.5294117647058824,positive,mixed,weak,not_available,True,22.0,3.0,5.0
remember,beta_rel,EEG_scientific_feature,0.0014700022763138,0.032473857696238,0.032473857696238,0.0189587810174144,0.0624524551161886,False,positive,0.5454545454545454,mixed,agreement,weak_or_unresolved,non_significant_agreement,0.0292264719266142,3.032474,17,16,9507,11560,0.0662688118298408,0.0677388141061547,0.0565909960742771,0.0581188032992926,0.0451541337427152,0.0453600665648339,0.0015278072250155,2.3465282493862376,negligible,positive,False,22.0,0.0105390336599697,0.0168174660327096,0.0752237173807767,0.5454545454545454,0.4545454545454545,0.5454545454545454,positive,mixed,17.0,0.0040036139019546,-0.0116664289571332,0.2898266178668848,0.4117647058823529,0.5882352941176471,0.5882352941176471,negative,weak,weak,not_available,True,22.0,2.0,6.0
remember,delta_central,EEG_scientific_feature,-0.0850755417405622,-0.0314666493462431,0.0314666493462431,0.0239098250012463,0.0704710631615681,False,negative,0.5454545454545454,mixed,agreement,weak_or_unresolved,non_significant_agreement,0.0283199844116187,3.031467,18,17,9507,11560,1.6560706411254236,1.5709950993848614,1.0487553216132586,1.0199677364679234,2.796658887727461,2.624735705986044,-0.0287875851453351,-2.258749633634505,negligible,negative,False,22.0,-0.0022428497844105,-0.0058486340347987,0.096834868017401,0.4545454545454545,0.5454545454545454,0.5454545454545454,negative,mixed,17.0,0.0159472314857199,0.053237904630791,0.1668033133563518,0.5294117647058824,0.4705882352941176,0.5294117647058824,positive,mixed,mixed_weak,not_available,True,22.0,2.0,6.0
remember,gamma_temporal,EEG_scientific_feature,0.0114701590569815,0.0312448118356394,0.0312448118356394,0.0223696440057502,0.0695944480178895,False,positive,0.5909090909090909,weak,agreement,weak_or_unresolved,non_significant_agreement,0.0281203306520754,3.031245,19,18,9507,11560,0.1855789786087692,0.1970491376657507,0.0643587197012619,0.0615050410498025,0.3414914570540223,0.3869025239843597,-0.0028536786514594,2.28420148155177,negligible,positive,False,22.0,-0.0565181796486692,0.0202704899014949,0.3493310858182992,0.5909090909090909,0.4090909090909091,0.5909090909090909,positive,weak,17.0,-0.0368005532858521,-0.1385081681207297,0.3972402157267838,0.4117647058823529,0.5882352941176471,0.5882352941176471,negative,weak,weak,not_available,True,22.0,3.0,5.0
