target,feature,mean_difference,cohen_d,abs_cohen_d,p_fdr,fdr_significant,effect_magnitude_final,final_evidence_class,final_priority_score_v1,direction,ml_mean_abs_permutation_importance,ml_mean_sign_consistency_x,ml_mean_stability_score_x,ml_best_rank_x,remember_abs_effect_x,correct_abs_effect_x,cross_target_pattern_x,direction_relationship_x,significance_pattern_x,evidence_statistical_effect,evidence_fdr_significance,evidence_direction_consistency,evidence_ml_stability,evidence_ml_importance,evidence_cross_target,final_scientific_evidence_score,final_evidence_class_v2,final_scientific_rank_v2,global_feature_rank_v2,ml_mean_permutation_importance,ml_max_permutation_importance,ml_mean_sign_consistency_y,ml_mean_stability_score_y,ml_best_rank_y,remember_abs_effect_y,correct_abs_effect_y,cross_target_pattern_y,significance_pattern_y,direction_relationship_y,publication_priority,effect_direction,publication_effect_magnitude
remember,theta_central,-0.1245452053242046,-0.0544767857481047,0.0544767857481047,0.0006842357801919,True,negligible,significant_but_weak,3.0,negative,0.0017810108350266,0.8,0.0014248086680213,24,0.1245452053242046,0.3493210928413732,target_dissociated,opposite_direction,significant_both_targets,0.2395435366715574,1.0,0.0,0.8,0.1067962338631891,0.25,0.4555655075542083,moderate_multilayer_evidence,12,12,0.00178101083502665,0.0026261411899615,0.8,0.0014248086680213,24,0.1245452053242046,0.3493210928413732,target_dissociated,significant_both_targets,opposite_direction,exploratory,negative,very_small
remember,theta_temporal,-0.1777613758745846,-0.0649411751065834,0.0649411751065834,6.358390947165893e-05,True,negligible,significant_but_weak,3.0,negative,0.0027532878753972,0.7,0.0020426273101846,33,0.1777613758745846,0.3108521749391855,target_dissociated,opposite_direction,significant_both_targets,0.2862193203541073,1.0,0.0,0.7,0.1786699065659773,0.25,0.4544218207451246,moderate_multilayer_evidence,13,17,0.00275328787539725,0.0039065458494627,0.7,0.00204262731018465,33,0.1777613758745846,0.3108521749391855,target_dissociated,significant_both_targets,opposite_direction,exploratory,negative,very_small
remember,alpha_central,-0.0777916514710383,-0.0413306165575085,0.0413306165575085,0.013157370794358,True,negligible,significant_but_weak,3.0,negative,0.0035680824954707,0.8,0.0025574536670894,25,0.0777916514710383,0.2913718051586234,target_dissociated,opposite_direction,significant_both_targets,0.18090583423388,1.0,0.0,0.8,0.2389020003124607,0.25,0.4541166585897161,moderate_multilayer_evidence,14,11,0.00356808249547075,0.0050531441419066,0.8,0.00255745366708945,25,0.0777916514710383,0.2913718051586234,target_dissociated,significant_both_targets,opposite_direction,exploratory,negative,very_small
correct,beta_occipital,0.03696126697373,0.0689181029967217,0.0689181029967217,0.0140042952109003,True,negligible,significant_but_weak,3.0,positive,0.0011811024770591,0.6,0.0007086614862355,48,0.0124622517896336,0.03696126697373,weak_cross_target_pattern,same_direction,significant_correct_only,0.303958169661238,1.0,0.0,0.6,0.0624491854583557,0.5,0.452234460961145,moderate_multilayer_evidence,37,42,0.00118110247705915,0.0020136741714408,0.6,0.0007086614862355001,48,0.0124622517896336,0.03696126697373,weak_cross_target_pattern,significant_correct_only,same_direction,exploratory,positive,very_small
correct,alpha_beta_occipital_ratio,0.9078951350575944,0.078030347565542,0.078030347565542,0.0064923061224597,True,negligible,significant_but_weak,3.0,positive,0.0003363159658412,0.7,0.0001600816642379,55,0.3011693679807816,0.9078951350575944,target_dissociated,opposite_direction,significant_correct_only,0.3446027922748007,1.0,0.0,0.7,0.0,0.25,0.4511506980687002,moderate_multilayer_evidence,38,43,0.00033631596584126185,0.0005874476720112,0.7,0.00016008166423791187,55,0.3011693679807816,0.9078951350575944,target_dissociated,significant_correct_only,opposite_direction,exploratory,positive,very_small
correct,theta_alpha_parietal_ratio,0.0862189671251065,0.0563982204593509,0.0563982204593509,0.0488369886158184,True,negligible,significant_but_weak,3.0,positive,0.0045144717681179,0.6000000000000001,0.0035792002301505,17,0.021540623757889,0.0862189671251065,target_dissociated,opposite_direction,significant_correct_only,0.2481139814313946,1.0,0.0,0.6000000000000001,0.3088619705754091,0.25,0.4379146924153896,ml_supported_evidence,39,44,0.00451447176811795,0.0088670576145169,0.6000000000000001,0.0035792002301505517,17,0.021540623757889,0.0862189671251065,target_dissociated,significant_correct_only,opposite_direction,exploratory,positive,very_small
remember,delta_abs,-0.3359921307783562,-0.0306508017913887,0.0306508017913887,0.075235628328045,False,negligible,non_significant,0.0,negative,0.0138638985118335,0.7,0.008431694564409,5,0.3359921307783562,1.443957583598896,target_shared,same_direction,significant_correct_only,0.1332691583881734,0.0,0.0,0.7,1.0,1.0,0.3733172895970433,ml_supported_evidence,15,10,0.01386389851183355,0.0265942424505776,0.7,0.00843169456440905,5,0.3359921307783562,1.443957583598896,target_shared,significant_correct_only,same_direction,exploratory,negative,very_small
correct,gamma_abs,0.0129560515684556,0.0602417604193382,0.0602417604193382,0.2323581920120306,False,negligible,non_significant,0.0,positive,0.0076231290700134,1.0,0.0076231290700134,10,0.0061325332000337,0.0129560515684556,weak_cross_target_pattern,same_direction,not_fdr_significant,0.2652578618435131,0.0,0.0,1.0,0.5386633627551579,0.5,0.370180801736394,ml_supported_evidence,40,39,0.00762312907001345,0.0106007072412331,1.0,0.00762312907001345,10,0.0061325332000337,0.0129560515684556,weak_cross_target_pattern,not_fdr_significant,same_direction,exploratory,positive,very_small
remember,beta_temporal,0.0102360165548607,0.020879038033935,0.020879038033935,0.226355094182684,False,negligible,non_significant,0.0,positive,0.0092352241343385,1.0,0.0092352241343385,2,0.0102360165548607,0.1063339822220392,target_preferential,same_direction,significant_correct_only,0.08968278982761,0.0,0.0,1.0,0.6578343276222438,0.75,0.3632041302191269,ml_supported_evidence,16,4,0.0092352241343385,0.0169964855462604,1.0,0.0092352241343385,2,0.0102360165548607,0.1063339822220392,target_preferential,significant_correct_only,same_direction,exploratory,positive,very_small
remember,beta_abs,0.0058254016788378,0.0175784192476756,0.0175784192476756,0.2888167647544805,False,negligible,non_significant,0.0,positive,0.0108452052113663,1.0,0.0108452052113663,6,0.0058254016788378,0.0324235303582391,weak_cross_target_pattern,same_direction,significant_correct_only,0.0749605768815502,0.0,0.0,1.0,0.7768490201258077,0.5,0.3464250462329684,ml_supported_evidence,17,16,0.01084520521136635,0.0128181668264146,1.0,0.01084520521136635,6,0.0058254016788378,0.0324235303582391,weak_cross_target_pattern,significant_correct_only,same_direction,exploratory,positive,very_small
correct,beta_rel,-0.0015474107262714,-0.0341803801682514,0.0341803801682514,0.352561982543611,False,negligible,non_significant,0.0,negative,0.0106082600620509,0.9,0.008503849304595,3,0.0014700022763138,0.0015474107262714,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.149012631912079,0.0,0.0,0.9,0.7593333148244457,0.5,0.3431864894604644,ml_supported_evidence,41,40,0.0106082600620509,0.0210441075745583,0.9,0.008503849304595051,3,0.0014700022763138,0.0015474107262714,weak_cross_target_pattern,not_fdr_significant,opposite_direction,exploratory,negative,very_small
remember,beta_rel,0.0014700022763138,0.032473857696238,0.032473857696238,0.0624524551161886,False,negligible,non_significant,0.0,positive,0.0106082600620509,0.9,0.008503849304595,3,0.0014700022763138,0.0015474107262714,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.1414007903583653,0.0,0.0,0.9,0.7593333148244457,0.5,0.3412835290720359,ml_supported_evidence,18,40,0.0106082600620509,0.0210441075745583,0.9,0.008503849304595051,3,0.0014700022763138,0.0015474107262714,weak_cross_target_pattern,not_fdr_significant,opposite_direction,exploratory,positive,very_small
remember,gamma_abs,0.0061325332000337,0.0285148435528455,0.0285148435528455,0.091290198291162,False,negligible,non_significant,0.0,positive,0.0076231290700134,1.0,0.0076231290700134,10,0.0061325332000337,0.0129560515684556,weak_cross_target_pattern,same_direction,not_fdr_significant,0.123741844248584,0.0,0.0,1.0,0.5386633627551579,0.5,0.3348017973376618,ml_supported_evidence,19,39,0.00762312907001345,0.0106007072412331,1.0,0.00762312907001345,10,0.0061325332000337,0.0129560515684556,weak_cross_target_pattern,not_fdr_significant,same_direction,exploratory,positive,very_small
remember,delta_central,-0.0850755417405622,-0.0314666493462431,0.0314666493462431,0.0704710631615681,False,negligible,non_significant,0.0,negative,0.0003982105572552,1.0,0.0003982105572552,48,0.0850755417405622,0.3607989816160346,target_shared,same_direction,significant_correct_only,0.136908197675016,0.0,0.0,1.0,0.0045754362395168,1.0,0.3346845930427057,ml_supported_evidence,20,15,0.00039821055725525005,0.0005051622937751,1.0,0.00039821055725525005,48,0.0850755417405622,0.3607989816160346,target_shared,significant_correct_only,same_direction,exploratory,negative,very_small
correct,delta_occipital,0.4761461561323274,0.0174660790826604,0.0174660790826604,0.314151408837659,False,negligible,non_significant,0.0,positive,0.0019900991317369,1.0,0.0019900991317369,28,0.4747954999468851,0.4761461561323274,target_shared,same_direction,not_fdr_significant,0.0744594902857172,0.0,0.0,1.0,0.1222526759879644,1.0,0.3308401401702258,ml_supported_evidence,42,41,0.0019900991317369,0.0038235487419538,1.0,0.0019900991317369,28,0.4747954999468851,0.4761461561323274,target_shared,not_fdr_significant,same_direction,exploratory,positive,very_small
remember,delta_occipital,0.4747954999468851,0.0174170614251832,0.0174170614251832,0.288006678655872,False,negligible,non_significant,0.0,positive,0.0019900991317369,1.0,0.0019900991317369,28,0.4747954999468851,0.4761461561323274,target_shared,same_direction,not_fdr_significant,0.0742408499524256,0.0,0.0,1.0,0.1222526759879644,1.0,0.3307854800869029,ml_supported_evidence,21,41,0.0019900991317369,0.0038235487419538,1.0,0.0019900991317369,28,0.4747954999468851,0.4761461561323274,target_shared,not_fdr_significant,same_direction,exploratory,positive,very_small
correct,gamma_frontal,-0.0095864648697016,-0.0266857335426586,0.0266857335426586,0.6941613184779467,False,negligible,non_significant,0.0,negative,0.0068434442582831,1.0,0.0068434442582831,11,0.0004946483939569,0.0095864648697016,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.1155832083031529,0.0,0.0,1.0,0.4810266927086468,0.5,0.3269984713466529,ml_supported_evidence,43,45,0.00684344425828315,0.0080914867195881,1.0,0.00684344425828315,11,0.0004946483939569,0.0095864648697016,weak_cross_target_pattern,not_fdr_significant,opposite_direction,exploratory,negative,very_small
correct,delta_temporal,-0.2506245280249448,-0.0329228639910991,0.0329228639910991,0.2160553922594293,False,negligible,non_significant,0.0,negative,0.0016653490074815,0.9,0.001449890500627,36,0.3563561735405196,0.2506245280249448,target_shared,same_direction,significant_remember_only,0.1434035561168908,0.0,0.0,0.9,0.0982461601784112,1.0,0.3256755050470639,ml_supported_evidence,44,26,0.0016653490074815,0.0021545850685452,0.9,0.001449890500627,36,0.3563561735405196,0.2506245280249448,target_shared,significant_remember_only,same_direction,exploratory,negative,very_small
correct,gamma_central,0.0032240221168111,0.0205134634057944,0.0205134634057944,0.4618488166486459,False,negligible,non_significant,0.0,positive,0.0067983480610636,1.0,0.0067983480610636,8,0.0055102751278641,0.0032240221168111,weak_cross_target_pattern,same_direction,significant_remember_only,0.0880521660350144,0.0,0.0,1.0,0.4776930448032486,0.5,0.3197823459890784,ml_supported_evidence,45,27,0.0067983480610636,0.0117197976368876,1.0,0.0067983480610636,8,0.0055102751278641,0.0032240221168111,weak_cross_target_pattern,significant_remember_only,same_direction,exploratory,positive,very_small
remember,delta_frontoparietal_diff,-0.2501825786103073,-0.0224228531334693,0.0224228531334693,0.2099856088182827,False,negligible,non_significant,0.0,negative,0.001944859825804,0.9,0.0019363082316852,29,0.2501825786103073,1.5195109433680205,target_shared,same_direction,significant_correct_only,0.0965688848650936,0.0,0.0,0.9,0.1189084490516963,1.0,0.3160330661214431,ml_supported_evidence,22,18,0.0019448598258040024,0.0038042037104204,0.9,0.001936308231685242,29,0.2501825786103073,1.5195109433680205,target_shared,significant_correct_only,same_direction,exploratory,negative,very_small
correct,alpha_frontoparietal_diff,-0.2457983468651301,-0.0643057311497376,0.0643057311497376,0.0550740446736389,False,negligible,non_significant,0.0,negative,0.0017077766773523,1.0,0.0017077766773523,21,0.0684199667011435,0.2457983468651301,target_dissociated,opposite_direction,not_fdr_significant,0.2833849605404517,0.0,0.0,1.0,0.1013825424349267,0.25,0.3059844943786056,ml_supported_evidence,46,49,0.0017077766773523,0.0025032635060803,1.0,0.0017077766773523,21,0.0684199667011435,0.2457983468651301,target_dissociated,not_fdr_significant,opposite_direction,exploratory,negative,very_small
remember,delta_theta_ratio,-0.4211713678033959,-0.0365942103721929,0.0365942103721929,0.0528720554185598,False,negligible,non_significant,0.0,negative,0.0009875659959552,0.8,0.0008521610899551,34,0.4211713678033959,1.1145766762746154,target_shared,same_direction,significant_correct_only,0.1597793773556907,0.0,0.0,0.8,0.0481423807912285,1.0,0.3047590824180455,ml_supported_evidence,23,24,0.0009875659959552,0.0012981074619103,0.8,0.00085216108995515,34,0.4211713678033959,1.1145766762746154,target_shared,significant_correct_only,same_direction,exploratory,negative,very_small
correct,alpha_occipital,0.3252131024252485,0.0299271492552854,0.0299271492552854,0.4467871442454787,False,negligible,non_significant,0.0,positive,0.0019089796640454,0.8,0.0011647881682126,23,0.0827543413084308,0.3252131024252485,target_shared,same_direction,not_fdr_significant,0.1300413494755474,0.0,0.0,0.8,0.1162560784868456,1.0,0.3041359452175715,ml_supported_evidence,47,47,0.001908979664045425,0.003720957479164,0.8,0.001164788168212625,23,0.0827543413084308,0.3252131024252485,target_shared,not_fdr_significant,same_direction,exploratory,positive,very_small
remember,alpha_beta_frontal_ratio,-0.114316307364513,-0.0251340145453779,0.0251340145453779,0.1537306237957149,False,negligible,non_significant,0.0,negative,0.0096749932044134,0.9,0.0079772414153683,1,0.114316307364513,0.5925261508220454,target_dissociated,opposite_direction,significant_correct_only,0.108661858401881,0.0,0.0,0.9,0.6903433933462736,0.25,0.3011998039350977,ml_supported_evidence,24,20,0.009674993204413401,0.0169775178904503,0.9,0.00797724141536835,1,0.114316307364513,0.5925261508220454,target_dissociated,significant_correct_only,opposite_direction,exploratory,negative,very_small
remember,alpha_abs,-0.0458861984524665,-0.0169526810028491,0.0169526810028491,0.3015399647253492,False,negligible,non_significant,0.0,negative,0.0080991555730645,1.0,0.0080991555730645,2,0.0458861984524665,0.2737862285941788,target_dissociated,opposite_direction,significant_correct_only,0.0721695088166224,0.0,0.0,1.0,0.5738526880786304,0.25,0.3004276460120187,ml_supported_evidence,25,23,0.0080991555730645,0.0111919348571895,1.0,0.0080991555730645,2,0.0458861984524665,0.2737862285941788,target_dissociated,significant_correct_only,opposite_direction,exploratory,negative,very_small
remember,beta_parietal,0.00543485157311,0.0152807745495806,0.0152807745495806,0.3558232428929716,False,negligible,non_significant,0.0,positive,0.007564677691506,0.9,0.0065440283050774,7,0.00543485157311,0.0551153219768879,weak_cross_target_pattern,same_direction,significant_correct_only,0.0647120699468626,0.0,0.0,0.9,0.5343424592745308,0.5,0.2996122634141688,ml_supported_evidence,26,19,0.007564677691506001,0.0102064938642854,0.9,0.00654402830507745,7,0.00543485157311,0.0551153219768879,weak_cross_target_pattern,significant_correct_only,same_direction,exploratory,positive,very_small
remember,gamma_frontal,0.0004946483939569,0.001376924039651,0.001376924039651,0.9318645678505734,False,negligible,non_significant,0.0,positive,0.0068434442582831,1.0,0.0068434442582831,11,0.0004946483939569,0.0095864648697016,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.0026947752415428,0.0,0.0,1.0,0.4810266927086468,0.5,0.2987763630812504,ml_supported_evidence,27,45,0.00684344425828315,0.0080914867195881,1.0,0.00684344425828315,11,0.0004946483939569,0.0095864648697016,weak_cross_target_pattern,not_fdr_significant,opposite_direction,exploratory,positive,very_small
remember,theta_alpha_frontal_ratio,-0.0374592341778501,-0.0186542458605755,0.0186542458605755,0.27700194077565,False,negligible,non_significant,0.0,negative,0.0066850128870469,0.9,0.0053591236591995,9,0.0374592341778501,0.0279890214491596,weak_cross_target_pattern,same_direction,not_fdr_significant,0.0797592372279335,0.0,0.0,0.9,0.4693149644159123,0.5,0.2968713057485746,ml_supported_evidence,28,46,0.00668501288704695,0.0132588922784737,0.9,0.00535912365919955,9,0.0374592341778501,0.0279890214491596,weak_cross_target_pattern,not_fdr_significant,same_direction,exploratory,negative,very_small
remember,alpha_temporal,-0.0507766219419318,-0.0253811414745022,0.0253811414745022,0.1534755902104805,False,negligible,non_significant,0.0,negative,0.006030502285252,1.0,0.006030502285252,13,0.0507766219419318,0.2003667333175489,target_dissociated,opposite_direction,significant_correct_only,0.1097641533080423,0.0,0.0,1.0,0.4209315522600717,0.25,0.2945341935530178,ml_supported_evidence,29,25,0.0060305022852520495,0.0069501619815161,1.0,0.0060305022852520495,13,0.0507766219419318,0.2003667333175489,target_dissociated,significant_correct_only,opposite_direction,exploratory,negative,very_small
correct,theta_alpha_frontal_ratio,-0.0279890214491596,-0.0139376584825778,0.0139376584825778,0.7103693696157518,False,negligible,non_significant,0.0,negative,0.0066850128870469,0.9,0.0053591236591995,9,0.0374592341778501,0.0279890214491596,weak_cross_target_pattern,same_direction,not_fdr_significant,0.0587211809559838,0.0,0.0,0.9,0.4693149644159123,0.5,0.2916117916805872,ml_supported_evidence,48,46,0.00668501288704695,0.0132588922784737,0.9,0.00535912365919955,9,0.0374592341778501,0.0279890214491596,weak_cross_target_pattern,not_fdr_significant,same_direction,exploratory,negative,very_small
remember,alpha_beta_parietal_ratio,-0.1230716605649302,-0.0150416495942942,0.0150416495942942,0.3612440624792554,False,negligible,non_significant,0.0,negative,0.007165682023854,1.0,0.007165682023854,10,0.1230716605649302,0.9835138032318582,target_dissociated,opposite_direction,significant_correct_only,0.0636454673670376,0.0,0.0,1.0,0.5048474873314354,0.25,0.2913961155749029,ml_supported_evidence,30,22,0.00716568202385405,0.0085914157129002,1.0,0.00716568202385405,10,0.1230716605649302,0.9835138032318582,target_dissociated,significant_correct_only,opposite_direction,exploratory,negative,very_small
remember,gamma_temporal,0.0114701590569815,0.0312448118356394,0.0312448118356394,0.0695944480178895,False,negligible,non_significant,0.0,positive,0.0034077225873289,0.9,0.0030624988275377,17,0.0114701590569815,0.0824967064193827,weak_cross_target_pattern,same_direction,significant_correct_only,0.1359187047095976,0.0,0.0,0.9,0.2270477087125688,0.5,0.2866844470486563,ml_supported_evidence,31,14,0.00340772258732895,0.0034522375979122,0.9,0.00306249882753775,17,0.0114701590569815,0.0824967064193827,weak_cross_target_pattern,significant_correct_only,same_direction,exploratory,positive,very_small
remember,beta_frontal,0.0049532286329431,0.0111369292690498,0.0111369292690498,0.4906610496685583,False,negligible,non_significant,0.0,positive,0.0036736515652114,1.0,0.0036736515652114,19,0.0049532286329431,0.0025680976926206,weak_cross_target_pattern,same_direction,not_fdr_significant,0.0462286955900688,0.0,0.0,1.0,0.2467059866774876,0.5,0.286227772565266,ml_supported_evidence,32,48,0.00367365156521145,0.0043428944344239,1.0,0.00367365156521145,19,0.0049532286329431,0.0025680976926206,weak_cross_target_pattern,not_fdr_significant,same_direction,exploratory,positive,very_small
correct,gamma_rel,-0.0012532810482517,-0.0383588679762054,0.0383588679762054,0.3147258418455821,False,negligible,non_significant,0.0,negative,0.0068870528335955,0.7,0.0042785059351315,16,0.0002476360551346,0.0012532810482517,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.167650527193203,0.0,0.0,0.7,0.4842503710831188,0.5,0.2803376689066126,ml_supported_evidence,49,51,0.00688705283359555,0.0123113633174489,0.7,0.00427850593513155,16,0.0002476360551346,0.0012532810482517,weak_cross_target_pattern,not_fdr_significant,opposite_direction,exploratory,negative,very_small
correct,beta_frontal,0.0025680976926206,0.0057740734374395,0.0057740734374395,0.901876309660952,False,negligible,non_significant,0.0,positive,0.0036736515652114,1.0,0.0036736515652114,19,0.0049532286329431,0.0025680976926206,weak_cross_target_pattern,same_direction,not_fdr_significant,0.0223079974831957,0.0,0.0,1.0,0.2467059866774876,0.5,0.2802475980385477,ml_supported_evidence,50,48,0.00367365156521145,0.0043428944344239,1.0,0.00367365156521145,19,0.0049532286329431,0.0025680976926206,weak_cross_target_pattern,not_fdr_significant,same_direction,exploratory,positive,very_small
remember,alpha_occipital,0.0827543413084308,0.0076152108796948,0.0076152108796948,0.6195672198226734,False,negligible,non_significant,0.0,positive,0.0019089796640454,0.8,0.0011647881682126,23,0.0827543413084308,0.3252131024252485,target_shared,same_direction,not_fdr_significant,0.0305202810709545,0.0,0.0,0.8,0.1162560784868456,1.0,0.2792556781164232,ml_supported_evidence,33,47,0.001908979664045425,0.003720957479164,0.8,0.001164788168212625,23,0.0827543413084308,0.3252131024252485,target_shared,not_fdr_significant,same_direction,exploratory,positive,very_small
remember,beta_central,0.0062002185686043,0.0299242403666285,0.0299242403666285,0.075235628328045,False,negligible,non_significant,0.0,positive,0.0021501764855749,0.9,0.00186987814748,30,0.0062002185686043,0.0159778114775971,weak_cross_target_pattern,same_direction,significant_correct_only,0.1300283745514448,0.0,0.0,0.9,0.13408608031529,0.5,0.2759157016693903,ml_supported_evidence,34,33,0.0021501764855749,0.0028029833809482,0.9,0.00186987814748005,30,0.0062002185686043,0.0159778114775971,weak_cross_target_pattern,significant_correct_only,same_direction,exploratory,positive,very_small
remember,theta_alpha_occipital_ratio,0.0298974587509148,0.0102828802101789,0.0102828802101789,0.5208818257007937,False,negligible,non_significant,0.0,positive,0.0013420988694812,0.9,0.0011966507890161,35,0.0298974587509148,0.1631099213552205,target_preferential,same_direction,significant_correct_only,0.0424192607763838,0.0,0.0,0.9,0.0743505279099526,0.75,0.2730398679850913,ml_supported_evidence,35,34,0.00134209886948125,0.0014544808046511,0.9,0.00119665078901615,35,0.0298974587509148,0.1631099213552205,target_preferential,significant_correct_only,same_direction,exploratory,positive,very_small
remember,theta_alpha_ratio,-0.0195697834671273,-0.0136997910549058,0.0136997910549058,0.3941173734800816,False,negligible,non_significant,0.0,negative,0.0058340915162535,0.8,0.0046672732130027,12,0.0195697834671273,0.0160163635110861,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.057660187502969,0.0,0.0,0.8,0.4064122714993907,0.5,0.2650562740256814,ml_supported_evidence,36,50,0.0058340915162535,0.0113152107804942,0.8,0.00466727321300275,12,0.0195697834671273,0.0160163635110861,weak_cross_target_pattern,not_fdr_significant,opposite_direction,exploratory,negative,very_small
remember,alpha_beta_ratio,-0.1015785012376735,-0.0210514973095009,0.0210514973095009,0.226355094182684,False,negligible,non_significant,0.0,negative,0.0050884073262485,0.9,0.0045967931659526,16,0.1015785012376735,0.538241535729493,target_dissociated,opposite_direction,significant_correct_only,0.0904520341250654,0.0,0.0,0.9,0.3512890307082364,0.25,0.26274191160209,ml_supported_evidence,37,30,0.00508840732624855,0.0052606730495385,0.9,0.004596793165952649,16,0.1015785012376735,0.538241535729493,target_dissociated,significant_correct_only,opposite_direction,exploratory,negative,very_small
correct,theta_alpha_ratio,0.0160163635110861,0.0112119990113349,0.0112119990113349,0.7615209718709419,False,negligible,non_significant,0.0,positive,0.0058340915162535,0.8,0.0046672732130027,12,0.0195697834671273,0.0160163635110861,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.0465635396915228,0.0,0.0,0.8,0.4064122714993907,0.5,0.2622821120728198,ml_supported_evidence,51,50,0.0058340915162535,0.0113152107804942,0.8,0.00466727321300275,12,0.0195697834671273,0.0160163635110861,weak_cross_target_pattern,not_fdr_significant,opposite_direction,exploratory,positive,very_small
remember,theta_occipital,-0.1364415539417218,-0.0216827027461096,0.0216827027461096,0.2217732219267152,False,negligible,non_significant,0.0,negative,0.0042180341234053,0.9,0.0038249567778256,18,0.1364415539417218,0.6515027835828651,target_dissociated,opposite_direction,significant_correct_only,0.0932674882723756,0.0,0.0,0.9,0.2869483992699156,0.25,0.2570117119950855,ml_supported_evidence,38,32,0.0042180341234053995,0.0045052947910133,0.9,0.0038249567778256503,18,0.1364415539417218,0.6515027835828651,target_dissociated,significant_correct_only,opposite_direction,exploratory,negative,very_small
remember,theta_frontoparietal_ratio,0.0131054124356159,0.0196324079613274,0.0196324079613274,0.2459270338739749,False,negligible,non_significant,0.0,positive,0.0015131245254845,1.0,0.0015131245254845,40,0.0131054124356159,0.095871240909116,target_dissociated,opposite_direction,significant_correct_only,0.0841222708515029,0.0,0.0,1.0,0.0869932639954159,0.25,0.2547298941124173,ml_supported_evidence,39,28,0.00151312452548455,0.0023848436794597,1.0,0.00151312452548455,40,0.0131054124356159,0.095871240909116,target_dissociated,significant_correct_only,opposite_direction,exploratory,positive,very_small
remember,alpha_frontoparietal_diff,0.0684199667011435,0.0178989658652217,0.0178989658652217,0.288006678655872,False,negligible,non_significant,0.0,positive,0.0017077766773523,1.0,0.0017077766773523,21,0.0684199667011435,0.2457983468651301,target_dissociated,opposite_direction,not_fdr_significant,0.0763903559224679,0.0,0.0,1.0,0.1013825424349267,0.25,0.2542358432241097,ml_supported_evidence,40,49,0.0017077766773523,0.0025032635060803,1.0,0.0017077766773523,21,0.0684199667011435,0.2457983468651301,target_dissociated,not_fdr_significant,opposite_direction,exploratory,positive,very_small
remember,beta_frontoparietal_ratio,-0.0463761073516613,-0.0227937422186211,0.0227937422186211,0.1999256381151888,False,negligible,non_significant,0.0,negative,0.0044128902309478,0.6,0.0026477341385687,26,0.0463761073516613,0.178807458673208,target_preferential,same_direction,significant_correct_only,0.0982232134757486,0.0,0.0,0.6,0.3013527547325388,0.75,0.249691078842191,ml_supported_evidence,41,35,0.00441289023094785,0.0056429818899272,0.6,0.0026477341385687,26,0.0463761073516613,0.178807458673208,target_preferential,significant_correct_only,same_direction,exploratory,negative,very_small
remember,alpha_beta_temporal_ratio,-0.0396094661899448,-0.0080214744846278,0.0080214744846278,0.6195672198226734,False,negligible,non_significant,0.0,negative,0.0018276411525332,0.9,0.0014882095604522,38,0.0396094661899448,0.0317793366853029,weak_cross_target_pattern,same_direction,not_fdr_significant,0.0323323956141296,0.0,0.0,0.9,0.1102432886010192,0.5,0.2491074277636343,ml_supported_evidence,42,52,0.0018276411525332001,0.0033943159208096,0.9,0.0014882095604522,38,0.0396094661899448,0.0317793366853029,weak_cross_target_pattern,not_fdr_significant,same_direction,exploratory,negative,very_small
correct,alpha_frontoparietal_ratio,-0.0200598330384644,-0.0512989091636434,0.0512989091636434,0.115737511894209,False,negligible,non_significant,0.0,negative,0.000581563761092,0.7,0.0003765856137707,47,0.0066978027009623,0.0200598330384644,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.2253688079850742,0.0,0.0,0.7,0.0181294621132026,0.5,0.2481551482075888,ml_supported_evidence,52,53,0.0005815637610920501,0.0008866539510294,0.7,0.0003765856137707,47,0.0066978027009623,0.0200598330384644,weak_cross_target_pattern,not_fdr_significant,opposite_direction,exploratory,negative,very_small
correct,alpha_beta_temporal_ratio,-0.0317793366853029,-0.0064357181233943,0.0064357181233943,0.8906554669090857,False,negligible,non_significant,0.0,negative,0.0018276411525332,0.9,0.0014882095604522,38,0.0396094661899448,0.0317793366853029,weak_cross_target_pattern,same_direction,not_fdr_significant,0.0252592240840401,0.0,0.0,0.9,0.1102432886010192,0.5,0.2473391348811119,ml_supported_evidence,53,52,0.0018276411525332001,0.0033943159208096,0.9,0.0014882095604522,38,0.0396094661899448,0.0317793366853029,weak_cross_target_pattern,not_fdr_significant,same_direction,exploratory,negative,very_small
remember,delta_rel,-0.0025564866389498,-0.0134784566816841,0.0134784566816841,0.3948965932189974,False,negligible,non_significant,0.0,negative,0.0007158512910718,0.9,0.0005922321907547,39,0.0025564866389498,0.0394681145542373,weak_cross_target_pattern,same_direction,significant_correct_only,0.05667293875179,0.0,0.0,0.9,0.0280564043087639,0.5,0.2469738751188239,ml_supported_evidence,43,21,0.0007158512910718,0.0012361910031705,0.9,0.0005922321907547499,39,0.0025564866389498,0.0394681145542373,weak_cross_target_pattern,significant_correct_only,same_direction,exploratory,negative,very_small
