target,feature,frequency_band,brain_region,feature_measure,mean_difference,cohen_d,abs_cohen_d_clean,p_value,p_fdr,fdr_significant_clean,target_direction,target_direction_consistency,target_robustness_class,subject_vs_statistical_direction,evidence_class,effect_strength_v1,scientific_priority_score_v2,scientific_rank_v2,scientific_interpretation_v1
correct,alpha_beta_central_ratio,alpha,central,ratio,1.0588167279465992,0.1583539341510638,0.1583539341510638,2.29537880609731e-10,2.7374404943671806e-09,True,positive,0.7647058823529411,moderate,agreement,strong_replicated,negligible,8.158354,1,high_priority; alpha-band; central-region; positive; negligible-effect
remember,alpha_beta_frontal_ratio,alpha,frontal,ratio,-0.114316307364513,-0.0251340145453779,0.0251340145453779,0.0713749324765819,0.1537306237957149,False,mixed,0.5,mixed,not_available,weak_or_unresolved,negligible,1.025134,40,weak_or_unresolved; alpha-band; frontal-region; mixed; negligible-effect
remember,beta_frontoparietal_ratio,beta,frontoparietal,ratio,-0.0463761073516613,-0.0227937422186211,0.0227937422186211,0.0999628190575944,0.1999256381151888,False,positive,0.5909090909090909,weak,disagreement,weak_or_unresolved,negligible,1.022794,41,weak_or_unresolved; beta-band; frontoparietal-region; positive; negligible-effect
remember,theta_occipital,theta,occipital,regional_power,-0.1364415539417218,-0.0216827027461096,0.0216827027461096,0.118807083175026,0.2217732219267152,False,mixed,0.5,mixed,not_available,weak_or_unresolved,negligible,1.021683,42,weak_or_unresolved; theta-band; occipital-region; mixed; negligible-effect
remember,alpha_beta_ratio,alpha,global,ratio,-0.1015785012376735,-0.0210514973095009,0.0210514973095009,0.1293457681043908,0.226355094182684,False,mixed,0.5,mixed,not_available,weak_or_unresolved,negligible,1.021051,43,weak_or_unresolved; alpha-band; global-region; mixed; negligible-effect
remember,theta_alpha_frontal_ratio,theta,frontal,ratio,-0.0374592341778501,-0.0186542458605755,0.0186542458605755,0.1780726762129178,0.27700194077565,False,positive,0.6363636363636364,weak,disagreement,weak_or_unresolved,negligible,1.018654,44,weak_or_unresolved; theta-band; frontal-region; positive; negligible-effect
remember,alpha_frontoparietal_ratio,alpha,frontoparietal,ratio,0.0066978027009623,0.0171278030209513,0.0171278030209513,0.213439683116209,0.2988155563626926,False,negative,0.5454545454545454,mixed,disagreement,weak_or_unresolved,negligible,1.017128,45,weak_or_unresolved; alpha-band; frontoparietal-region; negative; negligible-effect
remember,alpha_abs,alpha,global,absolute_power,-0.0458861984524665,-0.0169526810028491,0.0169526810028491,0.2207703313167735,0.3015399647253492,False,positive,0.6363636363636364,weak,disagreement,weak_or_unresolved,negligible,1.016953,46,weak_or_unresolved; alpha-band; global-region; positive; negligible-effect
remember,theta_alpha_ratio,theta,global,ratio,-0.0195697834671273,-0.0136997910549058,0.0136997910549058,0.3223012969016605,0.3941173734800816,False,positive,0.5454545454545454,mixed,disagreement,weak_or_unresolved,negligible,1.0137,47,weak_or_unresolved; theta-band; global-region; positive; negligible-effect
remember,alpha_frontal,alpha,frontal,regional_power,-0.0242559269682092,-0.0136974350604846,0.0136974350604846,0.3237392710729241,0.3941173734800816,False,positive,0.5909090909090909,weak,disagreement,weak_or_unresolved,negligible,1.013697,48,weak_or_unresolved; alpha-band; frontal-region; positive; negligible-effect
remember,delta_rel,delta,global,relative_power,-0.0025564866389498,-0.0134784566816841,0.0134784566816841,0.3314310693088014,0.3948965932189974,False,positive,0.5454545454545454,mixed,disagreement,weak_or_unresolved,negligible,1.013478,49,weak_or_unresolved; delta-band; global-region; positive; negligible-effect
remember,theta_alpha_occipital_ratio,theta,occipital,ratio,0.0298974587509148,0.0102828802101789,0.0102828802101789,0.4557715974881944,0.5208818257007937,False,mixed,0.5,mixed,not_available,weak_or_unresolved,negligible,1.010283,50,weak_or_unresolved; theta-band; occipital-region; mixed; negligible-effect
remember,alpha_beta_temporal_ratio,alpha,temporal,ratio,-0.0396094661899448,-0.0080214744846278,0.0080214744846278,0.5632173202639649,0.6195672198226734,False,positive,0.5909090909090909,weak,disagreement,weak_or_unresolved,negligible,1.008021,51,weak_or_unresolved; alpha-band; temporal-region; positive; negligible-effect
remember,alpha_occipital,alpha,occipital,regional_power,0.0827543413084308,0.0076152108796948,0.0076152108796948,0.5801538593957482,0.6195672198226734,False,mixed,0.5,mixed,not_available,weak_or_unresolved,negligible,1.007615,52,weak_or_unresolved; alpha-band; occipital-region; mixed; negligible-effect
remember,delta_frontoparietal_ratio,delta,frontoparietal,ratio,0.0091484223653113,0.0075561753071401,0.0075561753071401,0.5768599159559353,0.6195672198226734,False,mixed,0.5,mixed,not_available,weak_or_unresolved,negligible,1.007556,53,weak_or_unresolved; delta-band; frontoparietal-region; mixed; negligible-effect
remember,theta_alpha_central_ratio,theta,central,ratio,-0.0040230730696786,-0.0026636156982537,0.0026636156982537,0.8473709443453776,0.8787550533952064,False,positive,0.5909090909090909,weak,disagreement,weak_or_unresolved,negligible,1.002664,54,weak_or_unresolved; theta-band; central-region; positive; negligible-effect
remember,beta_frontoparietal_diff,beta,frontoparietal,difference,-0.0004816229401669,-0.0011868798601503,0.0011868798601503,0.9318645678505733,0.9318645678505734,False,positive,0.5454545454545454,mixed,disagreement,weak_or_unresolved,negligible,1.001187,55,weak_or_unresolved; beta-band; frontoparietal-region; positive; negligible-effect
